,w2cog3pl,w2stdchn,w2stdmat,w2stdeng,w2stdtotal,w2a01,w2a03,w2a05,w2a0801,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a27,w2a28,w2a29,w2a32,w2b18,w2b19,w2b20,w2b21,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1402,w2ba1403,w2ba1404,w2ba1405,w2ba1500,w2ba1501,w2ba1502,w2ba1503,w2ba1504,w2ba1505,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc0201,w2bc0202,w2bc0203,w2bc0204,w2bc0205,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2ba09,w2ba10
7631,-0.142004997,-0.958126465,-0.303730928,0.541541477,0.035233782000000005,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,4.0,3.0,6.0,8.0,4.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,2.0,1.0,1.0,3.0,2.0,10.0,3.0,0.0,1.0,0.0
7633,-0.41337299299999997,0.039811797,0.27189557,0.19064366100000002,0.33775570000000005,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,5.0,10.0,5.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,10.0,5.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,12.0,3.0,1.0,0.0,0.0
7634,0.8295310140000001,0.757265502,1.0011866329999999,0.6954321,0.91225106,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,8.0,3.0,4.0,8.0,3.0,6.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,7.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,4.0,1.0,1.0,3.0,1.0,3.0,8.0,4.0,2.0,1.0,1.0,0.0
7635,1.244470954,-0.222958479,0.7907160590000001,0.432258738,0.47737580399999996,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,8.0,4.0,3.0,8.0,1.0,4.0,3.0,6.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,3.0,0.0,1.0,0.0
7636,1.018234968,0.18546817899999998,0.327680795,0.212947603,0.269391986,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,9.0,4.0,4.0,9.0,9.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,9.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,10.0,1.0,2.0,1.0,2.0,3.0,1.0,10.0,2.0,1.0,1.0,0.0
7637,0.49842500700000003,0.512209507,0.327680795,-0.006363532,0.250484366,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,6.0,2.0,4.0,6.0,6.0,5.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,3.0,1.0,1.0,0.0
7638,-0.254539996,0.529923788,0.145613225,0.760852612,0.6402776170000001,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,2.0,3.0,7.0,6.0,6.0,3.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,3.0,6.0,6.0,6.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,12.0,1.0,1.0,3.0,1.0,3.0,3.0,12.0,3.0,1.0,1.0,0.0
7639,0.515201986,0.512209507,0.580245484,0.212947603,0.458468184,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,7.0,2.0,3.0,8.0,1.0,6.0,3.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,1.0,6.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,12.0,1.0,1.0,2.0,1.0,3.0,3.0,12.0,3.0,1.0,1.0,0.0
7640,0.816830993,0.10378284800000001,-0.009072124,-0.225674667,-0.089852791,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,7.0,4.0,3.0,7.0,3.0,5.0,3.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,7.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,3.0,1.0,0.0,0.0
7641,-0.930305004,0.366553124,-0.8088603059999999,-0.883608072,0.073049022,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,5.0,4.0,9.0,3.0,5.0,4.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,8.0,4.0,5.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,8.0,8.0,1.0,1.0,1.0,3.0,3.0,12.0,2.0,1.0,1.0,0.0
7642,0.354963005,0.512209507,0.8749042890000001,0.8270187809999999,0.8555282,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,7.0,2.0,3.0,7.0,5.0,7.0,4.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,7.0,4.0,7.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,1.0,0.0
7643,0.446586996,0.022097516,1.0011866329999999,0.212947603,0.534098663,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,8.0,5.0,3.0,8.0,2.0,7.0,2.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,8.0,4.0,5.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,8.0,1.0,1.0,2.0,1.0,3.0,3.0,8.0,3.0,1.0,1.0,0.0
7645,0.314543009,-0.8764411329999999,0.159304336,-0.050225759,-0.16548327,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,7.0,3.0,2.0,7.0,3.0,3.0,3.0,6.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,9.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,10.0,3.0,0.0,0.0,0.0
7646,-0.118216,0.448238456,0.356083799,0.541541477,0.6213699970000001,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,2.0,3.0,6.0,9.0,5.0,2.0,6.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,0.0,1.0,2.0,2.0,3.0,3.0,5.0,9.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,13.0,3.0,1.0,0.0,0.0
7647,0.62115401,-0.631385138,-0.135354468,-0.752021391,-0.543635667,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,7.0,2.0,3.0,6.0,3.0,3.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,6.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,3.0,8.0,8.0,1.0,1.0,1.0,3.0,3.0,11.0,3.0,1.0,1.0,0.0
7648,-0.215993002,-0.7947558020000001,-0.514201502,-0.62043471,-0.694896625,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,7.0,2.0,2.0,8.0,2.0,5.0,2.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,7.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,12.0,1.0,2.0,2.0,2.0,3.0,7.0,4.0,3.0,1.0,1.0,0.0
7649,1.623728991,0.512209507,0.959092518,1.046329916,0.9878815390000001,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,9.0,4.0,4.0,9.0,4.0,5.0,4.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,10.0,1.0,1.0,2.0,1.0,3.0,3.0,10.0,2.0,1.0,1.0,0.0
7651,0.8512219790000001,0.18546817899999998,-0.303730928,-0.839745845,-0.46800518700000004,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,7.0,4.0,3.0,7.0,6.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,7.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,2.0,1.0,1.0,0.0
7653,1.299972057,0.593894838,0.496057255,-0.313399121,0.212669126,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,7.0,4.0,3.0,6.0,2.0,2.0,3.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,13.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,2.0,0.0,0.0,0.0
7654,0.331169993,1.329062824,0.11721022099999999,0.519983192,0.571913903,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,7.0,3.0,3.0,8.0,4.0,5.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,7.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,1.0,0.0
7655,1.045598984,1.655804151,1.211657207,1.13405437,1.403849175,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,7.0,2.0,4.0,8.0,1.0,5.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,3.0,3.0,9.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,0.0
7656,1.204753995,0.920636165,-0.009072124,-0.795883618,-0.14657565,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,7.0,4.0,3.0,7.0,2.0,2.0,4.0,6.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,1.0,1.0
7659,0.369331986,0.34883884299999995,-0.303730928,-0.18181244,-0.14657565,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,4.0,3.0,7.0,3.0,2.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,0.0,0.0
7660,-0.8140580059999999,-0.468014475,0.411869025,-0.050225759,0.042500548,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,6.0,2.0,4.0,6.0,3.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,7.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,2.0,0.0,1.0,1.0
7661,-0.197487995,1.329062824,0.580245484,0.519983192,0.779897721,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,6.0,3.0,4.0,6.0,9.0,2.0,4.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,9.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,10.0,4.0,1.0,1.0,1.0,3.0,2.0,10.0,3.0,1.0,1.0,0.0
7663,0.251060009,0.267153511,-0.051166237999999996,-0.006363532,0.023592928,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,3.0,4.0,7.0,3.0,6.0,4.0,5.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,7.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,1.0,0.0
7664,0.39533498899999997,0.10378284800000001,-0.977236766,-0.971332526,-0.8461575840000001,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,6.0,2.0,3.0,6.0,9.0,5.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,0.0,3.0,2.0,3.0,2.0,7.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,10.0,4.0,2.0,1.0,1.0,3.0,2.0,10.0,3.0,0.0,1.0,0.0
7666,0.433793008,1.002321497,0.959092518,0.651569873,0.93115868,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,8.0,4.0,4.0,6.0,9.0,7.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,9.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,8.0,8.0,1.0,1.0,2.0,3.0,2.0,14.0,2.0,0.0,1.0,0.0
7667,0.38298600899999996,0.022097516,-0.135354468,-0.9274702990000001,-0.46800518700000004,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,4.0,6.0,5.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,3.0,0.0,1.0,0.0
7670,0.100506,0.10378284800000001,0.861213178,-0.48884802899999996,0.035233782000000005,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,6.0,4.0,3.0,3.0,10.0,3.0,3.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,3.0,2.0,9.0,13.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,2.0,1.0,1.0,0.0
7671,0.544471025,0.039811797,0.39817791399999997,-0.839745845,0.2432176,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,7.0,4.0,3.0,5.0,4.0,7.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,3.0,1.0,1.0,0.0
7672,0.86668402,0.267153511,-0.766766191,-0.576572483,-0.543635667,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,3.0,7.0,2.0,4.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,0.0,3.0,2.0,2.0,2.0,6.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,3.0,0.0,1.0,0.0
